   DEPT        CTEM       DCAL        DT      GR_EDTC      GTEM       ITT        RWA        SPHI       STIT       TENS
   7193.0000   199.1531     1.3904    85.0242   103.3303   170.7959     0.2826   -45.4851     0.2134     0.0000  2837.0000
   7193.5000   199.1531     1.3718    86.3272   101.2949   170.8030     0.2826   -48.1729     0.2196     0.0000  2837.0000
   7194.0000   199.1531     1.2976    86.0355   106.3219   170.8102     0.2826   -47.5718     0.2182     0.0000  2831.0000
   7194.5000   199.1531     1.3789    85.0949    88.1482   170.8173     0.2825   -45.6312     0.2137     0.0000  2816.0000
   7195.0000   199.1531     1.4149    85.0023    91.7414   170.8244     0.2825   -45.4399     0.2132     0.0000  2810.0000
   7195.5000   199.1531     1.3403    85.2060    90.8296   170.8316     0.2824   -45.8604     0.2142     0.0000  2844.0000
   7196.0000   199.1531     1.3401    86.4621   101.2560   170.8387     0.2824   -48.4508     0.2202     0.0000  2824.0000
   7196.5000   199.1531     1.4965    87.1885    96.0636   170.8459     0.2823   -49.9464     0.2236     0.0000  2835.0000
   7197.0000   199.1531     1.7027    88.4002   100.0517   170.8530     0.2823   -52.4353     0.2291     0.0000  2801.0000
   7197.5000   199.1531     1.4399    88.1016   101.1344   170.8602     0.2823   -51.8228     0.2277     0.0000  2806.0000
   7198.0000   199.1531     1.3958    87.2242   107.8847   170.8673     0.2822   -50.0198     0.2237     0.0000  2838.0000
   7198.5000   199.1531     1.5057    87.5247   112.1451   170.8745     0.2822   -50.6378     0.2251     0.0000  2826.0000
   7199.0000   199.1531     1.5157    87.8808   110.5834   170.8816     0.2821   -51.3695     0.2267     0.0000  2825.0000
   7199.5000   199.1531     1.4020    87.4619   105.9102   170.8888     0.2821   -50.5087     0.2248     0.0000  2825.0000
   7200.0000   199.1531     1.3834    87.4799   102.3291   170.8959     0.2820   -50.5458     0.2249     0.0000  2813.0000
   7200.5000   199.1531     1.3450    87.6203   100.7061   170.9031     0.2820   -50.8343     0.2255     0.0000  2810.0000
   7201.0000   199.1531     1.4516    86.2590    94.9944   170.9102     0.2819   -48.0325     0.2192     0.0000  2835.0000
   7201.5000   199.8119     1.3342    88.8012   102.3085   170.9173     0.2819   -53.2569     0.2309     0.0000  2812.0000
   7202.0000   199.1531     1.3902    87.5497    93.4646   170.9245     0.2819   -50.6893     0.2252     0.0000  2841.0000
   7202.5000   199.1531     1.6529    86.6394    93.9839   170.9316     0.2818   -48.8161     0.2210     0.0000  2821.0000
   7203.0000   200.2825     1.1663    84.6863    77.1595   170.9388     0.2818   -44.7876     0.2117     0.0000  2827.0000
   7203.5000   200.1413     1.0914    82.4517    90.1407   170.9459     0.2817   -40.1737     0.2005     0.0000  2814.0000
   7204.0000   200.5649     1.1096    83.2410    94.7725   170.9531     0.2817   -41.8028     0.2045     0.0000  2833.0000
   7204.5000   201.1296     1.2304    84.2137   103.3324   170.9602     0.2816   -43.8117     0.2094     0.0000  2799.0000
   7205.0000   201.1296     1.3822    86.0974   100.2169   170.9674     0.2816   -47.6992     0.2185     0.0000  2801.0000
   7205.5000   201.1296     1.5769    86.8325    98.6217   170.9745     0.2816   -49.2137     0.2219     0.0000  2813.0000
   7206.0000   201.1296     1.2599    86.7783    92.9393   170.9816     0.2815   -49.1022     0.2217     0.0000  2832.0000
   7206.5000   201.1296     1.3862    87.1047    90.8623   170.9888     0.2815   -49.7741     0.2232     0.0000  2845.0000
   7207.0000   201.1296     1.6406    86.9585    89.4833   170.9959     0.2814   -49.4731     0.2225     0.0000  2820.0000
   7207.5000   201.1296     1.5366    86.6142    93.6060   171.0031     0.2814   -48.7643     0.2209     0.0000  2853.0000
   7208.0000   201.1296     1.9842    86.5228    97.2408   171.0102     0.2813   -48.5760     0.2205     0.0000  2833.0000
   7208.5000   201.1296     1.3458    86.4053   104.9296   171.0174     0.2813   -48.3340     0.2199     0.0000  2824.0000
   7209.0000   201.1296     1.7051    85.9827   108.5689   171.0245     0.2813   -47.4629     0.2179     0.0000  2840.0000
   7209.5000   201.1296     1.8663    85.9357   105.4534   171.0317     0.2812   -47.3659     0.2177     0.0000  2830.0000
   7210.0000   201.1296     1.4327    86.3694   100.0210   171.0388     0.2812   -48.2600     0.2198     0.0000  2852.0000
   7210.5000   201.1296     1.4338    86.7635    94.2632   171.0460     0.2811   -49.0717     0.2216     0.0000  2838.0000
   7211.0000   201.1296     1.5206    86.5172   101.0134   171.0531     0.2811   -48.5645     0.2205     0.0000  2861.0000
   7211.5000   201.1296     1.5207    86.3540    97.6186   171.0603     0.2810   -48.2283     0.2197     0.0000  2856.0000
   7212.0000   201.1296     1.5647    86.0795    98.6571   171.0674     0.2810   -47.6624     0.2184     0.0000  2824.0000
   7212.5000   201.1296     1.4835    82.8246    93.9839   171.0746     0.2810   -40.9433     0.2024     0.0000  2870.0000
   7213.0000   201.1296     1.6222    81.5499    93.8510   171.0817     0.2809   -38.3148     0.1958     0.0000  2884.0000
   7213.5000   201.1296     1.0094    79.2629    86.0623   171.0888     0.2809   -33.6219     0.1834     0.0000  2841.0000
   7214.0000   201.1296     1.4283    80.3619    83.9090   171.0960     0.2808   -35.8720     0.1895     0.0000  2854.0000
   7214.5000   201.1296     1.4239    81.8167    91.4023   171.1031     0.2808   -38.8643     0.1972     0.0000  2852.0000
   7215.0000   201.1296     1.6916    83.7986   106.9797   171.1103     0.2808   -42.9543     0.2073     0.0000  2821.0000
   7215.5000   201.1296     1.0272    86.2231   106.9797   171.1174     0.2807   -47.9584     0.2191     0.0000  2833.0000
   7216.0000   201.1296     1.0093    86.0600   104.4574   171.1246     0.2807   -47.6222     0.2183     0.0000  2832.0000
   7216.5000   201.1296     1.2330    87.0127   103.4189   171.1317     0.2806   -49.5848     0.2228     0.0000  2825.0000
   7217.0000   201.1296     1.3005    86.7308   110.7647   171.1389     0.2806   -49.0044     0.2215     0.0000  2868.0000
   7217.5000   201.1296     1.2107    86.5336   110.0806   171.1460     0.2805   -48.5983     0.2205     0.0000  2885.0000
   7218.0000   201.1296     1.1621    86.0125    98.6571   171.1532     0.2805   -47.5242     0.2181     0.0000  2845.0000
   7218.5000   201.1296     1.5231    87.4266    90.8308   171.1603     0.2805   -50.4361     0.2247     0.0000  2858.0000
   7219.0000   201.1296     1.2315    87.1110    88.7928   171.1674     0.2804   -49.7871     0.2232     0.0000  2800.0000
   7219.5000   201.1296     1.0855    87.3845    94.1550   171.1746     0.2804   -50.3496     0.2245     0.0000  2817.0000
   7220.0000   201.1296     1.3134    86.6657   101.5088   171.1817     0.2803   -48.8703     0.2211     0.0000  2807.0000
   7220.5000   201.1296     1.3581    87.6767   105.1046   171.1889     0.2803   -50.9502     0.2258     0.0000  2810.0000
   7221.0000   201.1296     1.3499    87.9362   104.3754   171.1960     0.2802   -51.4832     0.2270     0.0000  2838.0000
   7221.5000   201.1296     1.3623    88.1956   105.9351   171.2032     0.2802   -52.0156     0.2282     0.0000  2823.0000
   7222.0000   201.1296     1.3512    88.3574   108.0665   171.2103     0.2801   -52.3474     0.2289     0.0000  2885.0000
   7222.5000   201.1296     1.4258    87.8200   114.8083   171.2175     0.2801   -51.2445     0.2265     0.0000  2859.0000
   7223.0000   201.1296     1.0599    87.3181   111.7339   171.2246     0.2801   -50.2131     0.2242     0.0000  2811.0000
   7223.5000   201.1296     1.1733    87.8974   104.9292   171.2318     0.2800   -51.4035     0.2268     0.0000  2812.0000
   7224.0000   201.1296     1.3826    88.3030    94.0037   171.2389     0.2800   -52.2358     0.2286     0.0000  2816.0000
   7224.5000   201.1296     1.2771    88.9065    88.7982   171.2460     0.2799   -53.4724     0.2313     0.0000  2844.0000
   7225.0000   201.1296     1.6420    88.7606    92.9522   171.2532     0.2799   -53.1738     0.2307     0.0000  2838.0000
   7225.5000   201.1296     1.0588    87.1414    96.1376   171.2603     0.2798   -49.8495     0.2234     0.0000  2821.0000
   7226.0000   201.1296     1.1112    87.1995   101.0499   171.2675     0.2798   -49.9692     0.2236     0.0000  2806.0000
   7226.5000   201.1296     1.2812    86.3963    96.3766   171.2746     0.2798   -48.3155     0.2199     0.0000  2827.0000
   7227.0000   201.1296     1.1866    87.3364    97.9344   171.2818     0.2797   -50.2506     0.2243     0.0000  2811.0000
   7227.5000   201.1296     1.1425    88.6452    97.6186   171.2889     0.2797   -52.9374     0.2302     0.0000  2847.0000
   7228.0000   201.1296     1.4463    87.6608    98.6189   171.2961     0.2796   -50.9175     0.2257     0.0000  2847.0000
   7228.5000   201.1296     1.3759    88.7921    98.1399   171.3032     0.2796   -53.2383     0.2308     0.0000  2861.0000
   7229.0000   201.1296     1.3634    87.8912    95.0244   171.3103     0.2795   -51.3907     0.2268     0.0000  2854.0000
   7229.5000   201.1296     1.2566    87.2964    98.6424   171.3175     0.2795   -50.1684     0.2241     0.0000  2819.0000
   7230.0000   201.1296     1.2982    87.7192   101.7618   171.3246     0.2794   -51.0376     0.2260     0.0000  2823.0000
   7230.5000   201.1296     1.3774    87.7321   104.9214   171.3318     0.2794   -51.0641     0.2261     0.0000  2804.0000
   7231.0000   201.1296     1.4496    86.9536   106.9628   171.3389     0.2794   -49.4630     0.2225     0.0000  2773.0000
   7231.5000   201.1296     1.7493    87.4735   109.0424   171.3461     0.2793   -50.5326     0.2249     0.0000  2849.0000
   7232.0000   201.1296     1.3644    87.4990   107.9598   171.3532     0.2793   -50.5850     0.2250     0.0000  2872.0000
   7232.5000   201.1296     1.4674    87.3002   103.7651   171.3604     0.2792   -50.1761     0.2241     0.0000  2852.0000
   7233.0000   201.1296     1.3645    87.5396   101.6414   171.3675     0.2792   -50.6685     0.2252     0.0000  2861.0000
   7233.5000   201.1296     1.2487    87.7918   103.7184   171.3747     0.2791   -51.1867     0.2263     0.0000  2822.0000
   7234.0000   201.1296     1.1102    88.1393   106.9651   171.3818     0.2791   -51.9001     0.2279     0.0000  2825.0000
   7234.5000   201.1296     1.1299    88.2399   103.8496   171.3890     0.2791   -52.1064     0.2284     0.0000  2852.0000
   7235.0000   201.1296     1.5886    88.3319   102.8111   171.3961     0.2790   -52.2951     0.2288     0.0000  2809.0000
   7235.5000   201.1296     1.1933    88.0198   100.9003   171.4032     0.2790   -51.6548     0.2274     0.0000  2826.0000
   7236.0000   201.1296     1.0725    87.7221    99.8618   171.4104     0.2789   -51.0434     0.2260     0.0000  2837.0000
   7236.5000   201.1296     1.2059    87.4654    93.0760   171.4175     0.2789   -50.5159     0.2248     0.0000  2804.0000
   7237.0000   201.1296     1.1479    87.3296    92.9513   171.4247     0.2788   -50.2367     0.2242     0.0000  2831.0000
   7237.5000   201.1296     1.3058    87.5136    94.9869   171.4318     0.2788   -50.6149     0.2251     0.0000  2801.0000
   7238.0000   201.1296     1.7085    87.3009    96.0241   171.4390     0.2787   -50.1777     0.2241     0.0000  2824.0000
   7238.5000   201.1296     1.1992    87.0889    92.6183   171.4461     0.2787   -49.7415     0.2231     0.0000  2847.0000
   7239.0000   201.1296     1.1740    87.2161    98.3714   171.4533     0.2787   -50.0033     0.2237     0.0000  2830.0000
   7239.5000   201.1296     1.2819    86.7673    95.7784   171.4604     0.2786   -49.0797     0.2216     0.0000  2811.0000
   7240.0000   201.1296     1.1364    87.1907   109.0623   171.4675     0.2786   -49.9510     0.2236     0.0000  2830.0000
   7240.5000   201.1296     1.1988    87.3975   109.5815   171.4747     0.2785   -50.3764     0.2245     0.0000  2827.0000
   7241.0000   201.1296     1.1998    87.7651   118.4424   171.4818     0.2785   -51.1318     0.2262     0.0000  2833.0000
   7241.5000   201.1296     1.4965    88.6989   108.0036   171.4890     0.2784   -53.0474     0.2304     0.0000  2824.0000
   7242.0000   201.1296     1.5393    90.0269   104.6107   171.4961     0.2784   -55.7615     0.2362     0.0000  2813.0000
   7242.5000   201.1296     1.5526    88.9569   105.1299   171.5033     0.2783   -53.5757     0.2316     0.0000  2842.0000
   7243.0000   201.1296     1.2275    88.4762   109.2839   171.5104     0.2783   -52.5911     0.2294     0.0000  2831.0000
   7243.5000   201.1296     1.5992    87.9449   108.9974   171.5176     0.2783   -51.5011     0.2270     0.0000  2816.0000
   7244.0000   201.1296     1.5152    88.1044   108.5229   171.5247     0.2782   -51.8284     0.2277     0.0000  2815.0000
   7244.5000   201.1296     1.5023    87.8654   101.7727   171.5319     0.2782   -51.3377     0.2267     0.0000  2820.0000
   7245.0000   201.1296     1.3882    87.0586    89.3263   171.5390     0.2781   -49.6792     0.2230     0.0000  2841.0000
   7245.5000   201.1296     1.3652    87.6014    90.3661   171.5462     0.2781   -50.7955     0.2255     0.0000  2836.0000
   7246.0000   201.1296     1.3133    87.4335    97.6556   171.5533     0.2780   -50.4503     0.2247     0.0000  2838.0000
   7246.5000   201.1296     1.7173    86.5316   110.0574   171.5605     0.2780   -48.5942     0.2205     0.0000  2841.0000
   7247.0000   201.1296     1.3521    87.0067   104.8585   171.5676     0.2780   -49.5723     0.2227     0.0000  2851.0000
   7247.5000   201.1296     1.2499    87.5516   101.2037   171.5747     0.2779   -50.6931     0.2252     0.0000  2805.0000
   7248.0000   201.1296     1.3247    86.8310   107.4715   171.5819     0.2779   -49.2106     0.2219     0.0000  2818.0000
   7248.5000   201.1296     0.9717    87.3711   110.0832   171.5890     0.2778   -50.3220     0.2244     0.0000  2823.0000
   7249.0000   201.1296     1.0724    86.8442   113.1987   171.5962     0.2778   -49.2380     0.2220     0.0000  2838.0000
   7249.5000   201.1296     1.4315    86.7907   101.3084   171.6033     0.2777   -49.1277     0.2217     0.0000  2853.0000
   7250.0000   201.1296     1.2265    86.7680   106.4458   171.6105     0.2777   -49.0809     0.2216     0.0000  2859.0000
   7250.5000   201.1296     1.0470    87.4330   108.5228   171.6176     0.2777   -50.4493     0.2247     0.0000  2833.0000
   7251.0000   201.1296     1.0740    87.6111   117.5935   171.6248     0.2776   -50.8155     0.2255     0.0000  2807.0000
   7251.5000   201.1296     1.0870    88.1512   111.8818   171.6319     0.2776   -51.9245     0.2280     0.0000  2773.0000
   7252.0000   201.1296     1.1465    87.9421   110.2774   171.6390     0.2775   -51.4952     0.2270     0.0000  2816.0000
   7252.5000   201.1296     1.1439    88.1021   110.7227   171.6462     0.2775   -51.8236     0.2277     0.0000  2790.0000
   7253.0000   201.1296     0.9849    88.1109   112.7997   171.6533     0.2774   -51.8418     0.2278     0.0000  2816.0000
   7253.5000   201.1296     1.4718    87.5247   107.0435   171.6605     0.2774   -50.6378     0.2251     0.0000  2858.0000
   7254.0000   201.1296     1.1125    87.8604   102.7641   171.6676     0.2773   -51.3275     0.2266     0.0000  2840.0000
   7254.5000   201.1296     1.1930    87.9731    99.1294   171.6748     0.2773   -51.5589     0.2272     0.0000  2862.0000
   7255.0000   201.1296     1.0913    87.5146   109.0862   171.6819     0.2773   -50.6171     0.2251     0.0000  2851.0000
   7255.5000   201.1296     1.2807    86.8021   115.5474   171.6891     0.2772   -49.1512     0.2218     0.0000  2805.0000
   7256.0000   201.1296     1.0348    86.9594   116.5859   171.6962     0.2772   -49.4750     0.2225     0.0000  2801.0000
   7256.5000   201.1296     0.9779    86.3091   111.4388   171.7034     0.2771   -48.1356     0.2195     0.0000  2797.0000
   7257.0000   201.1296     1.0170    87.1896    98.5387   171.7105     0.2771   -49.9488     0.2236     0.0000  2852.0000
   7257.5000   201.1296     1.1096    87.7097   101.5637   171.7177     0.2770   -51.0181     0.2260     0.0000  2841.0000
   7258.0000   201.1296     1.0730    87.2904   108.8969   171.7248     0.2770   -50.1561     0.2240     0.0000  2837.0000
   7258.5000   201.1296     1.1373    87.0805   113.3809   171.7319     0.2770   -49.7243     0.2231     0.0000  2846.0000
   7259.0000   201.1296     1.2140    88.0826   103.5727   171.7391     0.2769   -51.7836     0.2276     0.0000  2836.0000
   7259.5000   201.1296     1.3159    88.1615    96.7594   171.7462     0.2769   -51.9455     0.2280     0.0000  2804.0000
   7260.0000   201.1296     1.2654    87.9309    98.0582   171.7534     0.2768   -51.4723     0.2270     0.0000  2841.0000
   7260.5000   201.1296     1.2311    87.7285   106.3991   171.7605     0.2768   -51.0567     0.2260     0.0000  2825.0000
   7261.0000   201.1296     1.1104    87.1621   104.2761   171.7677     0.2767   -49.8922     0.2234     0.0000  2852.0000
   7261.5000   201.1296     1.1801    86.5884   100.7341   171.7748     0.2767   -48.7112     0.2208     0.0000  2868.0000
   7262.0000   201.1296     1.4650    87.8462   104.6863   171.7820     0.2766   -51.2984     0.2266     0.0000  2824.0000
   7262.5000   201.1296     1.3740    87.5762   107.8018   171.7891     0.2766   -50.7436     0.2253     0.0000  2835.0000
   7263.0000   201.1296     1.1292    88.1362   107.2062   171.7962     0.2766   -51.8937     0.2279     0.0000  2833.0000
   7263.5000   201.1296     1.3251    87.9752    98.6562   171.8034     0.2765   -51.5632     0.2272     0.0000  2797.0000
   7264.0000   201.1296     1.3534    87.6025    95.4479   171.8105     0.2765   -50.7977     0.2255     0.0000  2814.0000
   7264.5000   201.1296     1.0151    88.1292    99.0736   171.8177     0.2764   -51.8793     0.2279     0.0000  2800.0000
   7265.0000   201.1296     1.0349    87.1623   101.1558   171.8248     0.2764   -49.8925     0.2235     0.0000  2821.0000
   7265.5000   201.1296     1.4157    87.3172   103.8248   171.8320     0.2763   -50.2112     0.2242     0.0000  2851.0000
   7266.0000   201.1296     0.9149    87.1282   106.5064   171.8391     0.2763   -49.8225     0.2233     0.0000  2838.0000
   7266.5000   201.1296     1.1818    87.0420   109.5854   171.8463     0.2762   -49.6451     0.2229     0.0000  2831.0000
   7267.0000   201.1296     1.0496    87.8147   110.6439   171.8534     0.2762   -51.2336     0.2264     0.0000  2858.0000
   7267.5000   201.1296     1.2046    87.2245   109.8087   171.8605     0.2762   -50.0206     0.2237     0.0000  2874.0000
   7268.0000   201.1296     1.2506    87.8020   115.9955   171.8677     0.2761   -51.2076     0.2264     0.0000  2844.0000
   7268.5000   201.1296     1.1988    87.1726   112.3174   171.8748     0.2761   -49.9137     0.2235     0.0000  2833.0000
   7269.0000   201.1296     1.2128    87.6748   107.0452   171.8820     0.2760   -50.9462     0.2258     0.0000  2847.0000
   7269.5000   201.1296     1.1329    87.0914   102.8912   171.8891     0.2760   -49.7467     0.2231     0.0000  2835.0000
   7270.0000   201.1296     1.0797    87.1803   105.5309   171.8963     0.2759   -49.9296     0.2235     0.0000  2826.0000
   7270.5000   201.1296     1.1878    88.0419   123.0617   171.9034     0.2759   -51.7002     0.2275     0.0000  2853.0000
   7271.0000   201.1296     1.1824    86.8268   123.0417   171.9106     0.2759   -49.2020     0.2219     0.0000  2847.0000
   7271.5000   201.1296     1.3375    87.3366   118.4094   171.9177     0.2758   -50.2511     0.2243     0.0000  2852.0000
   7272.0000   201.1296     1.0373    87.2914    99.7165   171.9249     0.2758   -50.1580     0.2240     0.0000  2864.0000
   7272.5000   201.1296     1.0699    87.7928    98.7878   171.9320     0.2757   -51.1887     0.2263     0.0000  2847.0000
   7273.0000   201.1296     1.2926    88.1728    98.2680   171.9392     0.2757   -51.9687     0.2281     0.0000  2833.0000
   7273.5000   201.1296     1.1303    88.2779   105.0182   171.9463     0.2756   -52.1845     0.2285     0.0000  2840.0000
   7274.0000   201.1296     1.1232    88.4155   102.8513   171.9534     0.2756   -52.4665     0.2291     0.0000  2822.0000
   7274.5000   201.1296     1.7040    89.1285   104.4611   171.9606     0.2755   -53.9268     0.2323     0.0000  2838.0000
   7275.0000   201.1296     1.7520    89.5188   102.9034   171.9677     0.2755   -54.7246     0.2340     0.0000  2862.0000
   7275.5000   201.1296     1.7381    89.5464    98.2301   171.9749     0.2755   -54.7810     0.2341     0.0000  2848.0000
   7276.0000   201.1296     1.3695    89.1889    96.4489   171.9820     0.2754   -54.0502     0.2326     0.0000  2847.0000
   7276.5000   201.1296     1.2629    88.7444    99.9879   171.9892     0.2754   -53.1406     0.2306     0.0000  2867.0000
   7277.0000   201.1296     1.2336    89.0525   106.8291   171.9963     0.2753   -53.7712     0.2320     0.0000  2833.0000
   7277.5000   201.1296     1.0405    88.5741   104.5707   172.0035     0.2753   -52.7918     0.2299     0.0000  2853.0000
   7278.0000   201.1296     1.1265    88.5860    99.9932   172.0106     0.2752   -52.8161     0.2299     0.0000  2906.0000
   7278.5000   201.1296     1.0509    88.7824   103.0177   172.0178     0.2752   -53.2185     0.2308     0.0000  2880.0000
   7279.0000   201.1296     1.5506    87.0268   102.8481   172.0249     0.2751   -49.6137     0.2228     0.0000  2864.0000
   7279.5000   201.1296     1.3275    88.2913   106.0180   172.0321     0.2751   -52.2118     0.2286     0.0000  2844.0000
   7280.0000   201.1296     1.3222    86.9701   104.4602   172.0392     0.2751   -49.4971     0.2226     0.0000  2838.0000
   7280.5000   201.1296     0.8654    87.2474   111.6467   172.0463     0.2750   -50.0676     0.2238     0.0000  2819.0000
   7281.0000   201.1296     0.8268    88.0644   117.5211   172.0535     0.2750   -51.7464     0.2276     0.0000  2804.0000
   7281.5000   201.1296     1.1964    87.9863   113.3671   172.0606     0.2749   -51.5860     0.2272     0.0000  2849.0000
   7282.0000   201.1296     0.7192    88.4476   102.4442   172.0678     0.2749   -52.5324     0.2293     0.0000  2848.0000
   7282.5000   201.1296     0.8679    87.3968    88.7631   172.0749     0.2748   -50.3749     0.2245     0.0000  2882.0000
   7283.0000   201.1296     1.1173    87.4102    90.6366   172.0821     0.2748   -50.4025     0.2246     0.0000  2864.0000
   7283.5000   201.1296     1.2536    88.9108   102.5967   172.0892     0.2748   -53.4813     0.2313     0.0000  2841.0000
   7284.0000   201.1296     1.2129    88.7240   105.7161   172.0964     0.2747   -53.0988     0.2305     0.0000  2827.0000
   7284.5000   201.1296     1.0447    87.7694   104.3435   172.1035     0.2747   -51.1406     0.2262     0.0000  2827.0000
   7285.0000   201.1296     1.1473    87.8736    95.0443   172.1106     0.2746   -51.3546     0.2267     0.0000  2858.0000
   7285.5000   201.1296     0.9618    86.9059   102.3228   172.1178     0.2746   -49.3650     0.2223     0.0000  2868.0000
   7286.0000   201.1296     1.0013    86.3743   100.7426   172.1249     0.2745   -48.2700     0.2198     0.0000  2853.0000
   7286.5000   201.1296     0.9303    87.0239   108.2539   172.1321     0.2745   -49.6078     0.2228     0.0000  2905.0000
   7287.0000   201.1296     0.9051    87.8149   105.0891   172.1392     0.2744   -51.2341     0.2264     0.0000  2889.0000
   7287.5000   201.1296     0.7767    87.0369   106.1263   172.1464     0.2744   -49.6345     0.2229     0.0000  2861.0000
   7288.0000   201.1296     0.8819    87.4877   109.2855   172.1535     0.2744   -50.5618     0.2249     0.0000  2848.0000
   7288.5000   201.1296     0.7678    87.8747   102.0160   172.1607     0.2743   -51.3569     0.2267     0.0000  2831.0000
   7289.0000   201.1296     0.7643    86.5860   106.1176   172.1678     0.2743   -48.7062     0.2208     0.0000  2830.0000
   7289.5000   201.1296     0.9479    87.5190    96.7562   172.1750     0.2742   -50.6261     0.2251     0.0000  2845.0000
   7290.0000   201.1296     0.7914    85.9587   101.4294   172.1821     0.2742   -47.4134     0.2178     0.0000  2824.0000
   7290.5000   201.1296     0.8502    85.5628    91.6581   172.1893     0.2741   -46.5966     0.2159     0.0000  2823.0000
   7291.0000   201.1296     0.8777    86.7389    97.6186   172.1964     0.2741   -49.0211     0.2215     0.0000  2830.0000
   7291.5000   201.1296     1.1240    87.4011   101.2533   172.2036     0.2741   -50.3836     0.2245     0.0000  2844.0000
   7292.0000   201.1296     0.9002    88.1946   108.3932   172.2107     0.2740   -52.0134     0.2282     0.0000  2836.0000
   7292.5000   201.1296     0.8546    88.5858   103.2008   172.2178     0.2740   -52.8158     0.2299     0.0000  2898.0000
   7293.0000   201.1296     1.0850    88.9764    95.3752   172.2250     0.2739   -53.6157     0.2316     0.0000  2852.0000
   7293.5000   201.1296     0.9322    88.4859   105.4269   172.2321     0.2739   -52.6109     0.2295     0.0000  2889.0000
   7294.0000   201.1296     0.8790    88.7305   105.0398   172.2393     0.2738   -53.1121     0.2305     0.0000  2881.0000
   7294.5000   201.1296     0.9739    89.5788   107.6328   172.2464     0.2738   -54.8471     0.2343     0.0000  2849.0000
   7295.0000   201.1296     0.8905    88.7380    96.2373   172.2536     0.2737   -53.1274     0.2306     0.0000  2889.0000
   7295.5000   201.1296     0.8428    90.1319   105.1340   172.2607     0.2737   -55.9756     0.2367     0.0000  2822.0000
   7296.0000   201.1296     0.7536    88.0784   106.7319   172.2679     0.2737   -51.7751     0.2276     0.0000  2827.0000
   7296.5000   201.1296     1.1678    87.0690   111.3206   172.2750     0.2736   -49.7006     0.2230     0.0000  2838.0000
   7297.0000   201.1296     0.8322    85.7419   110.5998   172.2822     0.2736   -46.9661     0.2168     0.0000  2814.0000
   7297.5000   201.1296     0.8333    83.9922   106.6524   172.2893     0.2735   -43.3541     0.2083     0.0000  2827.0000
   7298.0000   201.1296     0.7289    85.8501   101.9791   172.2964     0.2735   -47.1894     0.2173     0.0000  2879.0000
   7298.5000   201.1296     0.8117    86.6909    98.3444   172.3036     0.2734   -48.9222     0.2213     0.0000  2854.0000
   7299.0000   201.1296     0.7840    86.7834   105.9466   172.3107     0.2734   -49.1128     0.2217     0.0000  2850.0000
   7299.5000   201.1296     0.7962    88.1629   103.8696   172.3179     0.2734   -51.9484     0.2280     0.0000  2827.0000
   7300.0000   201.1296     0.8081    86.1763   111.5522   172.3250     0.2733   -47.8620     0.2189     0.0000  2846.0000
   7300.5000   201.1296     1.3656    87.0582   102.7765   172.3322     0.2733   -49.6784     0.2230     0.0000  2854.0000
   7301.0000   201.1296     1.1463    88.6995   107.5786   172.3393     0.2732   -53.0487     0.2304     0.0000  2847.0000
   7301.5000   201.1296     0.9200    87.3817    97.2997   172.3465     0.2732   -50.3438     0.2245     0.0000  2859.0000
   7302.0000   201.1296     1.3716    88.0070    96.7440   172.3536     0.2731   -51.6285     0.2273     0.0000  2840.0000
   7302.5000   201.1296     0.7546    86.7335    94.0750   172.3607     0.2731   -49.0099     0.2215     0.0000  2852.0000
   7303.0000   201.1296     0.9991    86.5360   102.9022   172.3679     0.2730   -48.6033     0.2205     0.0000  2862.0000
   7303.5000   201.1296     0.7504    86.1427   108.0596   172.3750     0.2730   -47.7927     0.2187     0.0000  2857.0000
   7304.0000   201.1296     0.7660    84.2851   103.8495   172.3822     0.2730   -43.9590     0.2097     0.0000  2872.0000
   7304.5000   201.1296     1.0672    84.9886    94.4458   172.3893     0.2729   -45.4116     0.2132     0.0000  2872.0000
   7305.0000   201.1296     0.9370    85.4523    92.8486   172.3965     0.2729   -46.3687     0.2154     0.0000  2872.0000
   7305.5000   201.1296     1.0685    84.4451   102.6651   172.4036     0.2728   -44.2894     0.2105     0.0000  2870.0000
   7306.0000   201.1296     1.1505    85.2372   104.9279   172.4108     0.2728   -45.9249     0.2144     0.0000  2823.0000
   7306.5000   201.1296     0.9390    85.3972    96.6594   172.4179     0.2727   -46.2551     0.2152     0.0000  2852.0000
   7307.0000   201.1296     1.1489    84.4488    98.7338   172.4251     0.2727   -44.2970     0.2105     0.0000  2884.0000
   7307.5000   201.1296     1.0905    84.6214   105.4061   172.4322     0.2727   -44.6535     0.2114     0.0000  2857.0000
   7308.0000   201.1296     0.9437    84.5681   121.2271   172.4393     0.2726   -44.5434     0.2111     0.0000  2873.0000
   7308.5000   201.1296     1.0014    84.3299   116.6056   172.4465     0.2726   -44.0515     0.2100     0.0000  2882.0000
   7309.0000   201.1296     0.9480    85.0711   109.8048   172.4536     0.2725   -45.5819     0.2136     0.0000  2840.0000
   7309.5000   201.1296     1.0219    85.1888   103.5352   172.4608     0.2725   -45.8250     0.2141     0.0000  2852.0000
   7310.0000   201.1296     0.9408    85.9226   100.4198   172.4679     0.2725   -47.3389     0.2177     0.0000  2852.0000
   7310.5000   201.1296     0.6628    85.7309    95.2273   172.4751     0.2724   -46.9436     0.2167     0.0000  2836.0000
